"","date","ss3","index_ss3"
"1",200501,0.184097339775253,103.409180470802
"2",200502,0.123621132489752,100.237660339897
"3",200503,0.0140135862243551,94.4895727020803
"4",200504,0.116431025236052,99.8605935408694
"5",200505,0.115049829866039,99.7881602796361
"6",200506,0.184530198934444,103.43188066314
"7",200507,0.158919060184635,102.088769946276
"8",200508,-0.0133096182214649,93.0566770753478
"9",200509,0.0315008669114468,95.4066484451419
"10",200510,0.259912253192379,107.38509984336
"11",200511,0.157714558828084,102.025602950999
"12",200512,0.0904496815731909,98.4980683734804
"13",200601,0.142256198472533,101.214928749375
"14",200602,0.314404359216569,110.242799077297
"15",200603,0.130130106475772,100.579006845486
"16",200604,0.123185469786622,100.214813122863
"17",200605,0.266859499569618,107.749430424406
"18",200606,0.188991945357811,103.665865551344
"19",200607,0.225487236539775,105.579767825678
"20",200608,0.29836720650972,109.401771590039
"21",200609,0.311733113585869,110.102712427147
"22",200610,0.132753700398935,100.716594523618
"23",200611,-0.054463331297593,90.8984757703905
"24",200612,0.30844158302556,109.930096519139
"25",200701,-0.0296461491550871,92.199949462114
"26",200702,0.0597315305697703,96.8871334510635
"27",200703,0.0509631291050754,96.4272970458165
"28",200704,0.218413232108469,105.208789742445
"29",200705,0.125565550210595,100.339630357882
"30",200706,0.147158053261483,101.471993996018
"31",200707,0.0597321609734354,96.8871665109726
"32",200708,0.158157264399561,102.048819513264
"33",200709,0.326379388363494,110.870798876099
"34",200710,0.203079061250755,104.404628341642
"35",200711,0.187394548087177,103.582094133984
"36",200712,0.130865263880987,100.617560296747
"37",200801,0.12710480602429,100.420352695126
"38",200802,0.209018099286768,104.716086012929
"39",200803,0.113915528833168,99.7286747609217
"40",200804,0.501726830825719,120.066447357267
"41",200805,0.307937235108584,109.903647281604
"42",200806,0.113407840662821,99.7020503523361
"43",200807,0.369453101649633,113.12968968509
"44",200808,0.186265484649994,103.522883287589
"45",200809,0.0633739319819143,97.0781498841694
"46",200810,0.123173596408378,100.214190453886
"47",200811,-0.0230006825205055,92.5484539758203
"48",200812,-0.190180664572254,83.7811270821476
"49",200901,-0.00342755686171581,93.5749165275894
"50",200902,-0.041442010198225,91.5813456766111
"51",200903,-0.172643956294269,84.7007949288906
"52",200904,-0.237981632921546,81.2743274629047
"53",200905,-0.117226828573403,87.6070045616136
"54",200906,0.0112274255090598,94.34345962401
"55",200907,-0.183534494020678,84.1296685109816
"56",200908,-0.0438945801003501,91.4527269161732
"57",200909,-0.152521224173979,85.7560801868934
"58",200910,-0.136908058498375,86.5748727578887
"59",200911,-0.139288516042652,86.4500357457593
"60",200912,-0.322951217961236,76.8183147338682
"61",201001,0.0855827771201439,98.2428360078798
"62",201002,-0.034936004313222,91.9225365277282
"63",201003,-0.124610278044331,87.2197984241317
"64",201004,0.327103411310018,110.908768409131
"65",201005,-0.0340176186541976,91.9706989164802
"66",201006,0.0212684832396443,94.87003723457
"67",201007,0.0219165447111663,94.9040231621811
"68",201008,0.0616432759097881,96.9873900495371
"69",201009,-0.00202349904665433,93.6485487513233
"70",201010,0.208026250050316,104.664071014611
"71",201011,0.105087116672965,99.2656912481193
"72",201012,0.163679445008638,102.338416162166
"73",201101,0.342748134014473,111.729215907853
"74",201102,0.413522421324014,115.440792526622
"75",201103,0.190533302617259,103.74669809354
"76",201104,0.425251228658453,116.055879851743
"77",201105,0.444167370491705,117.047888565847
"78",201106,0.308480933978572,109.932160179299
"79",201107,0.344952631070046,111.844825121858
"80",201108,0.345451707058674,111.870997886584
"81",201109,0.328848750077886,111.000298240216
"82",201110,0.217357571893226,105.153428340427
"83",201111,0.221716073440766,105.381998814984
"84",201112,0.306989380757732,109.853939482623
"85",201201,-0.0163588576728216,92.8967675053201
"86",201202,0.0808765626513923,97.9960306178271
"87",201203,-0.0211056159206783,92.6478359003908
"88",201204,0.0426803803818621,95.9929294574046
"89",201205,0.286855026343692,108.798044723128
"90",201206,0.0519749180579675,96.4803577316028
"91",201207,0.0764699698711775,97.764938121481
"92",201208,0.0829001335124485,98.102151619957
"93",201209,-0.0278617965464946,92.2935252743681
"94",201210,0.117173856510635,99.8995494285971
"95",201211,-0.0318033134681173,92.0868224928226
"96",201212,0.094352276524296,98.7027299917556
"97",201301,0.0857326050494884,98.2506933507162
"98",201302,0.150000178217961,101.621041975689
"99",201303,0.101014545849648,99.0521156796364
"100",201304,0.0654463472029602,97.1868324039265
"101",201305,0.0448513655266288,96.1067812248942
"102",201306,0.0240752941719257,95.0172332604939
"103",201307,0.0627316419544514,97.0444666251919
"104",201308,0.0684941110370709,97.346664588979
"105",201309,0.125216987888998,100.321350897753
"106",201310,0.197558666835014,104.115125365084
"107",201311,-0.101265401694764,88.4440608013443
"108",201312,-0.0934987370045565,88.8513636816109
"109",201401,-0.00352705844075774,93.5696984215746
"110",201402,0.019058884192879,94.7541604596764
"111",201403,-0.184444226081917,84.0819599380493
"112",201404,0.066955290287442,97.2659650675579
"113",201405,0.0213643320190021,94.8750637788409
"114",201406,0.07025521468408,97.4390211688606
"115",201407,0.0186546310165432,94.7329604350009
"116",201408,0.0948848099847489,98.7306573480833
"117",201409,0.13281298247507,100.719703420593
"118",201410,0.0286982745420391,95.2596736509665
"119",201411,-0.105213756079538,88.2369994465185
"120",201412,-0.0439505545542488,91.4497914789935
"121",201501,-0.167532870110808,84.9688327812829
"122",201502,-0.0347351387382514,91.9330704094516
"123",201503,-0.0642555874546815,90.3849459224856
"124",201504,-0.147830378145663,86.0020796183648
"125",201505,-0.0980307247273595,88.6136951679749
"126",201506,0.0450585618542392,96.1176471067602
"127",201507,-0.0486525609646924,91.2032067698042
"128",201508,-0.123974504298676,87.2531399533637
"129",201509,-0.0993790539114707,88.5429854898645
"130",201510,-0.177676336527002,84.4368846089339
"131",201511,-0.106030594844124,88.1941624251201
"132",201512,-0.0737584514597256,89.8865925063897
"133",201601,-0.122525287080716,87.3291404465678
"134",201602,-0.163605280577758,85.1748051765291
"135",201603,-0.153478537936842,85.7058763132249
"136",201604,-0.0574162476632774,90.7436176184162
"137",201605,0.0057456645402999,94.0559826798433
"138",201606,-0.146235838529537,86.0857011733376
"139",201607,0.0588877511942701,96.8428835981782
"140",201608,0.0342700304778555,95.5518701511787
"141",201609,0.0554948146272813,96.6649497113144
"142",201610,0.0546774811433716,96.6220867456254
"143",201611,0.0947614039119435,98.7241856319862
"144",201612,0.0208031157554069,94.8456322262077
"145",201701,0.13721567471177,100.950591362903
"146",201702,0.104664635813388,99.243535319181
"147",201703,0.00736553191757627,94.1409324845189
"148",201704,0.201438516549679,104.318594167565
"149",201705,-0.0990030528315401,88.5627039055484
"150",201706,-0.0261252375757613,92.3845946714317
"151",201707,0.214012297154986,104.977993956362
"152",201708,-0.00549244595749776,93.4666286962371
"153",201709,0.172291969690229,102.7900780079
"154",201710,0.208547636500953,104.691413794497
"155",201711,0.0140189499421104,94.4898539885498
"156",201712,0.0952909812022655,98.7519579595265
"157",201801,0.219544801439843,105.268132004056
"158",201802,0.168181305892867,102.574504750748
"159",201803,0.271488101587165,107.992165627811
"160",201804,0.224456288352376,105.525702382804
"161",201805,0.236771667345674,106.171550959461
"162",201806,0.0270067570920109,95.1709663413428
"163",201807,0.345670345644248,111.882463828425
"164",201808,0.282995407908602,108.595636898399
"165",201809,0.0760298419752508,97.7418567388222
"166",201810,0.408632172515718,115.184335925972
"167",201811,0.159381890127261,102.113041879754
"168",201812,0.0483101255546049,96.2881670549432
"169",201901,0.0899946948943398,98.4742077599261
"170",201902,-0.0147329069834814,92.9820363337498
"171",201903,0.0875285892713146,98.3448791531991
"172",201904,0.208743242507044,104.701671851573
"173",201905,0.211405637496937,104.841294352485
"174",201906,0.120152098076546,100.055735695973
"175",201907,0.0598604604220599,96.8938948476584
"176",201908,0.0705734046673023,97.4557078293266
"177",201909,0.0525619122156205,96.5111411400089
"178",201910,-0.0697980539904165,90.0942854300051
"179",201911,0.0264165856981404,95.1400163109034
"180",201912,0.0152927804685633,94.5566567749569
"181",202001,0.0237821308986895,95.001859061872
"182",202002,0.0336374475606499,95.5186959567899
"183",202003,0.109580770316012,99.5013494289136
"184",202004,-0.148705165930151,85.956203608719
"185",202005,-0.0289992798514505,92.2338728695272
"186",202006,0.0267443479906069,95.1572049666635
"187",202007,-0.0196481836686871,92.7242672100594
"188",202008,-0.0611868494136434,90.5458780462162
"189",202009,0.186456794542901,103.532916045989
"190",202010,0.0930864610526623,98.6363475344142
"191",202011,0.132834008137724,100.720806057735
"192",202012,0.184468072264098,103.428622588692
"193",202101,0.485159437499096,119.197612755852
"194",202102,0.484700702839909,119.173555589047
"195",202103,0.457277852221569,117.735434273465
"196",202104,0.520697251572528,121.061302590272
"197",202105,0.425231987935404,116.054870821196
"198",202106,0.54549902656363,122.361968293316
"199",202107,0.589725629955355,124.681319477431
"200",202108,0.531804175358993,121.643776822078
"201",202109,0.664185394104279,128.586171509999
"202",202110,0.576674949222979,123.996909880293
"203",202111,0.542124980065164,122.185025047818
"204",202112,0.478065763337945,118.825603143907
"205",202201,0.501692377359068,120.064640533262
"206",202202,0.617254983951825,126.125026090487
"207",202203,0.663898068803974,128.571103468947
"208",202204,0.630669656832324,126.828524325573
"209",202205,0.598682809337479,125.151055858095
"210",202206,0.496085022080806,119.770577116517
"211",202207,0.417175495537376,115.632368667511
"212",202208,0.414971195362741,115.516769778424
"213",202209,0.430748848510921,116.344188474535
"214",202210,0.32689218260246,110.897691059404
"215",202211,0.404548767171315,114.970192168721
"216",202212,0.356306940998572,112.440272887636
"217",202301,0.224887050097022,105.548292581596
"218",202302,0.186750621870888,103.548325069265
"219",202303,0.166655907304375,102.494509120265
"220",202304,0.235402837148285,106.099766158104
"221",202305,0.066086728269438,97.220415552324
"222",202306,-0.0113318713837361,93.1603949536876
"223",202307,-0.0332205049568438,92.0125015071394
"224",202308,0.0365373289867057,95.6707728268978
"225",202309,-0.0749785328852158,89.8226084542149
"226",202310,0.113985591250821,99.7323490053557
"227",202311,0.00323277494033392,93.9242006070124
"228",202312,-0.0317994133499815,92.0870270245507
"229",202401,0.0164822034737835,94.6190330246349
"230",202402,-0.0754349834148889,89.7986710727455
"231",202403,-0.0410819601038384,91.6002275836243
